filepath,collection,object_name,mark_type,year_range,year_start,image_type,image_index,group_id,cloudinary_ref
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan West Drayton 4_hallmark 1727_28_dimensions.jpg","Church plate on loan to V&A","Loan West Drayton 4","hallmark","1727-28","1727","dimensions","1","church-plate-on-loan-to-v-a-loan-west-drayton-4-hallmark-1727","hallmarks/church-plate-on-loan-to-v-a-loan-west-drayton-4-hallmark-1727-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan West Drayton 4_sponsors mark_paten.jpg","Church plate on loan to V&A","Loan West Drayton 4","sponsor mark","","","primary","0","church-plate-on-loan-to-v-a-loan-west-drayton-4-sponsor-mark-unknown","hallmarks/church-plate-on-loan-to-v-a-loan-west-drayton-4-sponsor-mark-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan West Drayton 4_sponsors mark_paten_dimensions.jpg","Church plate on loan to V&A","Loan West Drayton 4","sponsor mark","","","dimensions","1","church-plate-on-loan-to-v-a-loan-west-drayton-4-sponsor-mark-unknown","hallmarks/church-plate-on-loan-to-v-a-loan-west-drayton-4-sponsor-mark-unknown-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan Woolnoth_1._date letter 1587.jpg","Church plate on loan to V&A","Loan Woolnoth 1.","date letter","1587","1587","primary","0","church-plate-on-loan-to-v-a-loan-woolnoth-1-date-letter-1587","hallmarks/church-plate-on-loan-to-v-a-loan-woolnoth-1-date-letter-1587-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan_Braintree_paten lid_date letter with dimension.jpg","Church plate on loan to V&A","Loan Braintree paten lid","date letter","","","dimensions","0","church-plate-on-loan-to-v-a-loan-braintree-paten-lid-date-letter-unknown","hallmarks/church-plate-on-loan-to-v-a-loan-braintree-paten-lid-date-letter-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan_Braintree_paten lid_hallmark.jpg","Church plate on loan to V&A","Loan Braintree paten lid","hallmark","","","primary","0","church-plate-on-loan-to-v-a-loan-braintree-paten-lid-hallmark-unknown","hallmarks/church-plate-on-loan-to-v-a-loan-braintree-paten-lid-hallmark-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan_Braintree_paten lid_hallmark_dimension.jpg","Church plate on loan to V&A","Loan Braintree paten lid","hallmark","","","dimensions","1","church-plate-on-loan-to-v-a-loan-braintree-paten-lid-hallmark-unknown","hallmarks/church-plate-on-loan-to-v-a-loan-braintree-paten-lid-hallmark-unknown-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan_Braintree_paten lid_standard mark with dimension.jpg","Church plate on loan to V&A","Loan Braintree paten lid","standard mark","","","dimensions","0","church-plate-on-loan-to-v-a-loan-braintree-paten-lid-standard-mark-unknown","hallmarks/church-plate-on-loan-to-v-a-loan-braintree-paten-lid-standard-mark-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan_Easton Maudit 1 paten hallmark_reverse.jpg","Church plate on loan to V&A","Loan Easton Maudit 1 paten","hallmark","","","primary","0","church-plate-on-loan-to-v-a-loan-easton-maudit-1-paten-hallmark-unknown","hallmarks/church-plate-on-loan-to-v-a-loan-easton-maudit-1-paten-hallmark-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan_Woolnoth .1_hallmark 587_flagon lid.jpg","Church plate on loan to V&A","Loan Woolnoth .1","hallmark","","","primary","0","church-plate-on-loan-to-v-a-loan-woolnoth-1-hallmark-unknown","hallmarks/church-plate-on-loan-to-v-a-loan-woolnoth-1-hallmark-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan_Woolnoth.1_date letter_1587_dimension.jpg","Church plate on loan to V&A","Loan Woolnoth.1","date letter","1587","1587","dimensions","2","church-plate-on-loan-to-v-a-loan-woolnoth-1-date-letter-1587","hallmarks/church-plate-on-loan-to-v-a-loan-woolnoth-1-date-letter-1587-2"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan_Woolnoth.1_date letter_1587_lid.jpg","Church plate on loan to V&A","Loan Woolnoth.1","date letter","1587","1587","primary","1","church-plate-on-loan-to-v-a-loan-woolnoth-1-date-letter-1587","hallmarks/church-plate-on-loan-to-v-a-loan-woolnoth-1-date-letter-1587-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan_Woolnoth.1_hallmark 1587.jpg","Church plate on loan to V&A","Loan Woolnoth.1","hallmark","1587","1587","primary","0","church-plate-on-loan-to-v-a-loan-woolnoth-1-hallmark-1587","hallmarks/church-plate-on-loan-to-v-a-loan-woolnoth-1-hallmark-1587-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan_Woolnoth.1_hallmark 1587_dimension.jpg","Church plate on loan to V&A","Loan Woolnoth.1","hallmark","1587","1587","dimensions","1","church-plate-on-loan-to-v-a-loan-woolnoth-1-hallmark-1587","hallmarks/church-plate-on-loan-to-v-a-loan-woolnoth-1-hallmark-1587-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan_Woolnoth.1_hallmark_1587_lid of flagon_dimension.jpg","Church plate on loan to V&A","Loan Woolnoth.1","hallmark","1587","1587","dimensions","2","church-plate-on-loan-to-v-a-loan-woolnoth-1-hallmark-1587","hallmarks/church-plate-on-loan-to-v-a-loan-woolnoth-1-hallmark-1587-2"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan_Woolnoth.1_sterling mark_1587.jpg","Church plate on loan to V&A","Loan Woolnoth.1","sterling mark","1587","1587","primary","0","church-plate-on-loan-to-v-a-loan-woolnoth-1-sterling-mark-1587","hallmarks/church-plate-on-loan-to-v-a-loan-woolnoth-1-sterling-mark-1587-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan_Woolnoth.1_sterling mark_1587_dimension.jpg","Church plate on loan to V&A","Loan Woolnoth.1","sterling mark","1587","1587","dimensions","1","church-plate-on-loan-to-v-a-loan-woolnoth-1-sterling-mark-1587","hallmarks/church-plate-on-loan-to-v-a-loan-woolnoth-1-sterling-mark-1587-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan_Woolnoth.1_sterling mark_lid of flagon.jpg","Church plate on loan to V&A","Loan Woolnoth.1","sterling mark","","","primary","0","church-plate-on-loan-to-v-a-loan-woolnoth-1-sterling-mark-unknown","hallmarks/church-plate-on-loan-to-v-a-loan-woolnoth-1-sterling-mark-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan_Woolnoth.1_sterling mark_lid of flagon_dimension.jpg","Church plate on loan to V&A","Loan Woolnoth.1","sterling mark","","","dimensions","1","church-plate-on-loan-to-v-a-loan-woolnoth-1-sterling-mark-unknown","hallmarks/church-plate-on-loan-to-v-a-loan-woolnoth-1-sterling-mark-unknown-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/Loan_Woolnoth._date letter_lid_dimension.jpg","Church plate on loan to V&A","Loan Woolnoth.","date letter","","","dimensions","0","church-plate-on-loan-to-v-a-loan-woolnoth-date-letter-unknown","hallmarks/church-plate-on-loan-to-v-a-loan-woolnoth-date-letter-unknown-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Augustine 11_date letter_1729-30.jpg","Church plate on loan to V&A","St Augustine 11","date letter","1729-30","1729","primary","0","church-plate-on-loan-to-v-a-st-augustine-11-date-letter-1729","hallmarks/church-plate-on-loan-to-v-a-st-augustine-11-date-letter-1729-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Augustine 11_date letter_1729-30_dimensions.jpg","Church plate on loan to V&A","St Augustine 11","date letter","1729-30","1729","dimensions","1","church-plate-on-loan-to-v-a-st-augustine-11-date-letter-1729","hallmarks/church-plate-on-loan-to-v-a-st-augustine-11-date-letter-1729-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Augustine 11_hallmark_1729-30.jpg","Church plate on loan to V&A","St Augustine 11","hallmark","1729-30","1729","primary","0","church-plate-on-loan-to-v-a-st-augustine-11-hallmark-1729","hallmarks/church-plate-on-loan-to-v-a-st-augustine-11-hallmark-1729-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Augustine 11_hallmark_1729-30_dimensions.jpg","Church plate on loan to V&A","St Augustine 11","hallmark","1729-30","1729","dimensions","1","church-plate-on-loan-to-v-a-st-augustine-11-hallmark-1729","hallmarks/church-plate-on-loan-to-v-a-st-augustine-11-hallmark-1729-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Augustine 11_sterling mark_1729-30.jpg","Church plate on loan to V&A","St Augustine 11","sterling mark","1729-30","1729","primary","0","church-plate-on-loan-to-v-a-st-augustine-11-sterling-mark-1729","hallmarks/church-plate-on-loan-to-v-a-st-augustine-11-sterling-mark-1729-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Mary Lambeth 2_date letter_cup rim_1638-9_dimensions.jpg","Church plate on loan to V&A","St Mary Lambeth 2","date letter","1638-9","1638","dimensions","2","church-plate-on-loan-to-v-a-st-mary-lambeth-2-date-letter-1638","hallmarks/church-plate-on-loan-to-v-a-st-mary-lambeth-2-date-letter-1638-2"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Mary Lambeth 2_date letter_cup_1638-9.jpg","Church plate on loan to V&A","St Mary Lambeth 2","date letter","1638-9","1638","primary","0","church-plate-on-loan-to-v-a-st-mary-lambeth-2-date-letter-1638","hallmarks/church-plate-on-loan-to-v-a-st-mary-lambeth-2-date-letter-1638-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Mary Lambeth 2_date letter_under foot_1638-9_dimensions.jpg","Church plate on loan to V&A","St Mary Lambeth 2","date letter","1638-9","1638","dimensions","3","church-plate-on-loan-to-v-a-st-mary-lambeth-2-date-letter-1638","hallmarks/church-plate-on-loan-to-v-a-st-mary-lambeth-2-date-letter-1638-3"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Mary Lambeth 2_date letter_underside cup_1638-9.jpg","Church plate on loan to V&A","St Mary Lambeth 2","date letter","1638-9","1638","primary","1","church-plate-on-loan-to-v-a-st-mary-lambeth-2-date-letter-1638","hallmarks/church-plate-on-loan-to-v-a-st-mary-lambeth-2-date-letter-1638-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Mary Lambeth 2_hallmark_1638-9.jpg","Church plate on loan to V&A","St Mary Lambeth 2","hallmark","1638-9","1638","primary","0","church-plate-on-loan-to-v-a-st-mary-lambeth-2-hallmark-1638","hallmarks/church-plate-on-loan-to-v-a-st-mary-lambeth-2-hallmark-1638-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Mary Lambeth 2_hallmark_1638-9_dimensions.jpg","Church plate on loan to V&A","St Mary Lambeth 2","hallmark","1638-9","1638","dimensions","1","church-plate-on-loan-to-v-a-st-mary-lambeth-2-hallmark-1638","hallmarks/church-plate-on-loan-to-v-a-st-mary-lambeth-2-hallmark-1638-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Mary Lambeth 2_sterling mark_cup_1638-9.jpg","Church plate on loan to V&A","St Mary Lambeth 2","sterling mark","1638-9","1638","primary","0","church-plate-on-loan-to-v-a-st-mary-lambeth-2-sterling-mark-1638","hallmarks/church-plate-on-loan-to-v-a-st-mary-lambeth-2-sterling-mark-1638-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Mary Lambeth 2_sterling mark_under foot_1638-9.jpg","Church plate on loan to V&A","St Mary Lambeth 2","sterling mark","1638-9","1638","primary","1","church-plate-on-loan-to-v-a-st-mary-lambeth-2-sterling-mark-1638","hallmarks/church-plate-on-loan-to-v-a-st-mary-lambeth-2-sterling-mark-1638-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Michael P_date letter 1608-09.jpg","Church plate on loan to V&A","St Michael P","date letter","1608-09","1608","primary","0","church-plate-on-loan-to-v-a-st-michael-p-date-letter-1608","hallmarks/church-plate-on-loan-to-v-a-st-michael-p-date-letter-1608-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Michael P_hallmark 1608-09.jpg","Church plate on loan to V&A","St Michael P","hallmark","1608-09","1608","primary","0","church-plate-on-loan-to-v-a-st-michael-p-hallmark-1608","hallmarks/church-plate-on-loan-to-v-a-st-michael-p-hallmark-1608-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Michael P_hallmark 1608-09_dimensions.jpg","Church plate on loan to V&A","St Michael P","hallmark","1608-09","1608","dimensions","2","church-plate-on-loan-to-v-a-st-michael-p-hallmark-1608","hallmarks/church-plate-on-loan-to-v-a-st-michael-p-hallmark-1608-2"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Michael P_hallmark_back_1608-9.jpg","Church plate on loan to V&A","St Michael P","hallmark","1608-9","1608","primary","1","church-plate-on-loan-to-v-a-st-michael-p-hallmark-1608","hallmarks/church-plate-on-loan-to-v-a-st-michael-p-hallmark-1608-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Church plate on loan to V&A/St Michael P_sterling mark 1608-09.jpg","Church plate on loan to V&A","St Michael P","sterling mark","1608-09","1608","primary","0","church-plate-on-loan-to-v-a-st-michael-p-sterling-mark-1608","hallmarks/church-plate-on-loan-to-v-a-st-michael-p-sterling-mark-1608-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Clothworkers' Plate/Fitch cup_date letter_1826-27.jpg","Clothworkers' Plate","Fitch cup","date letter","1826-27","1826","primary","0","clothworkers-plate-fitch-cup-date-letter-1826","hallmarks/clothworkers-plate-fitch-cup-date-letter-1826-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Clothworkers' Plate/Fitch cup_hallmark 1826-27.jpg","Clothworkers' Plate","Fitch cup","hallmark","1826-27","1826","primary","0","clothworkers-plate-fitch-cup-hallmark-1826","hallmarks/clothworkers-plate-fitch-cup-hallmark-1826-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Clothworkers' Plate/Fitch cup_standard mark 1826-27.jpg","Clothworkers' Plate","Fitch cup","standard mark","1826-27","1826","primary","0","clothworkers-plate-fitch-cup-standard-mark-1826","hallmarks/clothworkers-plate-fitch-cup-standard-mark-1826-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Clothworkers' Plate/Portal cup_date letter 1761-62.jpg","Clothworkers' Plate","Portal cup","date letter","1761-62","1761","primary","0","clothworkers-plate-portal-cup-date-letter-1761","hallmarks/clothworkers-plate-portal-cup-date-letter-1761-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Clothworkers' Plate/Portal cup_hallmark_1761-62.jpg","Clothworkers' Plate","Portal cup","hallmark","1761-62","1761","primary","0","clothworkers-plate-portal-cup-hallmark-1761","hallmarks/clothworkers-plate-portal-cup-hallmark-1761-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Clothworkers' Plate/Portal cup_standard mark_1761-62.jpg","Clothworkers' Plate","Portal cup","standard mark","1761-62","1761","primary","0","clothworkers-plate-portal-cup-standard-mark-1761","hallmarks/clothworkers-plate-portal-cup-standard-mark-1761-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Drapers' Company. Images of Plate/2-light candelabrum_date letter 1797-98.jpg","Drapers' Company. Images of Plate","2-light candelabrum","date letter","1797-98","1797","primary","0","drapers-company-images-of-plate-2-light-candelabrum-date-letter-1797","hallmarks/drapers-company-images-of-plate-2-light-candelabrum-date-letter-1797-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Drapers' Company. Images of Plate/2-light candelabrum_date letter 1797-98_dimensions.jpg","Drapers' Company. Images of Plate","2-light candelabrum","date letter","1797-98","1797","dimensions","1","drapers-company-images-of-plate-2-light-candelabrum-date-letter-1797","hallmarks/drapers-company-images-of-plate-2-light-candelabrum-date-letter-1797-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Drapers' Company. Images of Plate/2-light candelabrum_duty mark_1797-98.jpg","Drapers' Company. Images of Plate","2-light candelabrum","duty mark","1797-98","1797","primary","0","drapers-company-images-of-plate-2-light-candelabrum-duty-mark-1797","hallmarks/drapers-company-images-of-plate-2-light-candelabrum-duty-mark-1797-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Drapers' Company. Images of Plate/2-light candelabrum_hallmark 1797-98.jpg","Drapers' Company. Images of Plate","2-light candelabrum","hallmark","1797-98","1797","primary","0","drapers-company-images-of-plate-2-light-candelabrum-hallmark-1797","hallmarks/drapers-company-images-of-plate-2-light-candelabrum-hallmark-1797-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Drapers' Company. Images of Plate/2-light candelabrum_hallmark 1797-98_dimensions.jpg","Drapers' Company. Images of Plate","2-light candelabrum","hallmark","1797-98","1797","dimensions","1","drapers-company-images-of-plate-2-light-candelabrum-hallmark-1797","hallmarks/drapers-company-images-of-plate-2-light-candelabrum-hallmark-1797-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Drapers' Company. Images of Plate/2-light candelabrum_standard mark 1797-98.jpg","Drapers' Company. Images of Plate","2-light candelabrum","standard mark","1797-98","1797","primary","0","drapers-company-images-of-plate-2-light-candelabrum-standard-mark-1797","hallmarks/drapers-company-images-of-plate-2-light-candelabrum-standard-mark-1797-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Drapers' Company. Images of Plate/Austin Harris Tigerware jug_Exeter townmark_c.1590.jpg","Drapers' Company. Images of Plate","Austin Harris Tigerware jug Exeter","townmark","c.1590","1590","primary","0","drapers-company-images-of-plate-austin-harris-tigerware-jug-exeter-townmark-1590","hallmarks/drapers-company-images-of-plate-austin-harris-tigerware-jug-exeter-townmark-1590-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Drapers' Company. Images of Plate/Austin Harris Tigerware jug_Exeter_c.1590_additional mark 1.jpg","Drapers' Company. Images of Plate","Austin Harris Tigerware jug Exeter","additional mark","c.1590","1590","primary","0","drapers-company-images-of-plate-austin-harris-tigerware-jug-exeter-additional-mark-1590","hallmarks/drapers-company-images-of-plate-austin-harris-tigerware-jug-exeter-additional-mark-1590-0"
